Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
,1,1,16.0,3,2,2,5.0,0,3.0,1,1.0,0,5,0,0.0,1,18408.0,1
23.0,1,1,9.0,1,2,4,4.0,0,3.0,1,2.0,0,5,1,1.0,1,21201.0,0
28.0,0,2,29.0,2,1,3,5.0,0,4.0,1,3.0,0,1,1,1.0,1,21541.0,1
32.0,0,1,7.0,3,2,3,6.0,1,3.0,1,2.0,0,3,0,1.0,2,23023.0,0
59.0,1,3,28.0,2,1,4,4.0,4,3.0,1,,1,5,1,1.0,0,36553.0,0
20.0,1,1,10.0,3,1,4,4.0,0,4.0,2,3.0,0,3,1,3.0,1,20161.0,0
38.0,0,1,17.0,3,2,4,4.0,3,3.0,1,8.0,0,3,0,3.0,3,28726.0,1
53.0,1,1,18.0,2,1,3,4.0,1,3.0,0,2.0,0,2,1,2.0,2,21827.0,0
47.0,1,3,7.0,2,2,3,2.0,4,5.0,2,,0,4,1,2.0,0,36245.0,0
43.0,1,1,7.0,2,1,4,4.0,0,5.0,1,5.0,0,3,1,2.0,1,21254.0,0
42.0,1,1,12.0,3,2,3,2.0,0,3.0,0,4.0,1,1,1,2.0,1,20805.0,0
39.0,1,3,10.0,2,1,2,4.0,1,3.0,0,5.0,0,5,1,0.0,2,20902.0,0
33.0,0,3,23.0,2,2,2,3.0,4,3.0,2,2.0,0,3,1,0.0,0,32444.0,0
44.0,1,1,15.0,2,2,3,3.0,0,5.0,1,2.0,1,3,1,0.0,1,17559.0,0
27.0,1,1,9.0,3,2,3,2.0,1,3.0,0,3.0,0,3,1,2.0,2,24150.0,0
37.0,0,3,7.0,3,0,3,4.0,1,3.0,3,6.0,0,1,1,2.0,2,25331.0,0
48.0,0,3,11.0,3,2,4,4.0,1,3.0,3,5.0,0,4,0,3.0,2,21654.0,0
48.0,1,1,16.0,2,2,3,4.0,2,4.0,1,5.0,0,3,1,,4,34665.0,0
42.0,0,1,25.0,3,2,2,1.0,0,3.0,1,7.0,1,3,0,0.0,1,17759.0,1
37.0,1,1,12.0,2,1,3,5.0,0,5.0,0,2.0,1,2,1,1.0,1,98678.0,0
31.0,1,3,16.0,3,1,2,3.0,1,3.0,1,3.0,1,1,0,0.0,2,21583.0,0
29.0,1,2,12.0,3,2,2,4.0,0,4.0,1,2.0,0,3,1,1.0,1,17804.0,0
36.0,1,1,,2,2,3,3.0,0,3.0,2,3.0,0,3,1,2.0,1,19678.0,0
37.0,0,3,25.0,3,2,2,3.0,3,4.0,3,2.0,1,5,0,0.0,3,22642.0,0
46.0,1,1,14.0,2,2,3,4.0,3,5.0,1,4.0,0,3,0,1.0,3,28402.0,0
34.0,1,1,8.0,3,2,3,1.0,0,3.0,1,1.0,1,1,0,1.0,1,17932.0,0
35.0,1,3,16.0,2,1,4,4.0,1,3.0,0,3.0,0,2,1,3.0,2,24392.0,0
52.0,0,1,13.0,3,1,3,5.0,0,3.0,3,2.0,0,5,1,2.0,1,21516.0,0
22.0,1,3,19.0,2,1,3,3.0,0,4.0,3,3.0,0,5,0,2.0,1,21394.0,1
34.0,0,3,25.0,3,2,3,1.0,1,3.0,2,1.0,1,1,0,0.0,2,20304.0,1
37.0,1,1,7.0,2,1,3,4.0,1,4.0,0,2.0,0,5,0,1.0,2,23906.0,0
42.0,1,1,6.0,2,1,3,3.0,0,5.0,1,4.0,0,3,1,1.0,1,17576.0,0
43.0,1,3,22.0,3,1,3,3.0,4,3.0,0,6.0,1,3,0,1.0,0,31064.0,0
29.0,1,1,6.0,1,2,3,4.0,0,5.0,2,7.0,0,3,0,2.0,1,17362.0,1
,0,1,9.0,2,2,3,3.0,0,5.0,2,2.0,1,5,1,0.0,1,18348.0,1
47.0,0,3,12.0,3,2,4,4.0,1,3.0,3,6.0,1,5,1,2.0,2,24450.0,0
46.0,1,1,6.0,3,2,2,3.0,2,3.0,1,1.0,0,5,1,1.0,4,34627.0,0
37.0,1,3,6.0,2,2,2,4.0,3,3.0,1,6.0,0,1,1,1.0,3,25609.0,1
33.0,1,1,6.0,2,2,3,4.0,0,5.0,2,4.0,1,4,0,0.0,1,17799.0,0
45.0,0,1,13.0,2,2,3,2.0,1,3.0,0,5.0,0,2,0,2.0,2,21434.0,0
37.0,0,1,8.0,2,2,3,4.0,1,3.0,1,6.0,0,1,1,2.0,2,20163.0,0
56.0,1,3,20.0,3,2,3,2.0,4,3.0,2,8.0,1,3,1,2.0,0,32373.0,1
35.0,1,1,13.0,2,2,2,3.0,3,3.0,3,4.0,0,3,0,1.0,3,25221.0,0
37.0,1,1,12.0,3,2,2,1.0,1,5.0,1,5.0,1,3,1,1.0,2,20974.0,0
41.0,0,1,15.0,3,2,3,3.0,2,3.0,1,3.0,0,4,1,2.0,4,34419.0,0
51.0,0,1,9.0,2,2,4,4.0,4,5.0,1,,0,5,1,2.0,0,36602.0,0
38.0,0,1,8.0,2,1,3,1.0,1,5.0,2,7.0,1,1,0,0.0,2,20980.0,0
29.0,1,1,9.0,2,2,4,4.0,0,3.0,3,4.0,0,4,0,2.0,1,22163.0,1
54.0,1,1,10.0,3,2,3,4.0,4,3.0,0,,1,5,0,1.0,0,36262.0,0
37.0,1,1,16.0,3,2,3,5.0,1,4.0,1,4.0,1,4,0,2.0,2,27525.0,0
,1,1,34.0,3,1,3,4.0,0,5.0,2,2.0,0,1,0,1.0,1,,0
38.0,1,1,8.0,2,2,2,3.0,1,3.0,1,1.0,0,1,1,1.0,2,21553.0,0
32.0,1,1,9.0,2,2,3,4.0,0,3.0,1,2.0,1,4,1,2.0,1,21373.0,0
27.0,1,1,6.0,2,1,3,3.0,3,5.0,1,2.0,0,4,0,2.0,3,22412.0,0
28.0,1,1,,3,2,3,3.0,1,5.0,1,2.0,0,2,0,0.0,2,19558.0,0
36.0,1,3,8.0,3,2,3,4.0,3,3.0,0,2.0,0,2,1,0.0,3,22596.0,0
32.0,1,3,20.0,3,2,3,4.0,1,5.0,1,4.0,0,1,0,2.0,2,22911.0,1
32.0,0,1,6.0,2,1,3,4.0,0,4.0,1,7.0,0,3,0,2.0,1,17332.0,0
57.0,1,1,30.0,2,2,2,1.0,3,3.0,1,4.0,1,4,1,0.0,3,24439.0,0
51.0,0,1,9.0,3,1,2,4.0,4,5.0,1,,0,3,0,1.0,0,36534.0,0
30.0,1,1,22.0,2,1,3,5.0,1,3.0,3,2.0,1,1,1,2.0,2,22871.0,0
46.0,1,1,7.0,2,2,4,2.0,2,3.0,1,,0,4,1,2.0,4,37880.0,0
38.0,1,3,9.0,2,2,3,3.0,3,3.0,1,1.0,0,2,1,1.0,3,25609.0,0
46.0,1,1,13.0,3,2,3,3.0,3,3.0,1,7.0,0,1,1,1.0,3,25845.0,0
33.0,1,1,10.0,3,1,4,4.0,1,5.0,0,3.0,0,2,1,2.0,2,25403.0,0
30.0,0,3,,1,1,2,3.0,1,3.0,1,1.0,1,3,1,1.0,2,19736.0,0
53.0,1,1,18.0,2,1,3,4.0,1,3.0,1,2.0,0,1,1,1.0,2,21827.0,0
26.0,1,1,27.0,3,2,2,3.0,0,3.0,1,2.0,0,5,1,1.0,1,17377.0,1
61.0,0,3,35.0,3,1,4,5.0,3,5.0,0,6.0,0,2,1,1.0,3,28944.0,0
36.0,1,1,33.0,3,2,3,3.0,1,3.0,0,7.0,0,3,1,0.0,2,20237.0,0
24.0,1,1,29.0,3,2,2,1.0,0,3.0,1,2.0,1,4,0,0.0,1,17725.0,0
40.0,1,3,28.0,3,2,3,4.0,1,3.0,1,3.0,1,3,1,0.0,2,21380.0,1
25.0,1,1,,2,1,3,3.0,1,3.0,0,1.0,0,3,1,1.0,2,19898.0,0
23.0,1,1,13.0,3,2,4,4.0,0,3.0,1,2.0,0,1,1,2.0,1,21451.0,0
34.0,0,1,13.0,2,2,3,5.0,1,3.0,2,2.0,1,5,1,0.0,2,21074.0,1
28.0,1,1,10.0,3,2,3,5.0,0,3.0,2,2.0,0,2,0,1.0,1,20723.0,0
,1,1,12.0,2,2,3,3.0,0,3.0,0,1.0,1,3,1,1.0,1,18506.0,0
31.0,0,1,10.0,2,2,3,4.0,0,3.0,1,6.0,0,3,1,1.0,1,20775.0,0
37.0,1,1,15.0,1,1,3,4.0,3,3.0,1,3.0,0,4,1,2.0,3,28774.0,0
49.0,1,1,17.0,2,2,4,5.0,2,,1,6.0,0,3,1,2.0,4,38343.0,0
38.0,0,1,18.0,2,2,3,4.0,3,3.0,1,3.0,1,3,1,2.0,3,30863.0,0
41.0,1,3,7.0,3,2,3,6.0,1,3.0,0,4.0,1,3,1,1.0,2,26135.0,0
,1,3,14.0,3,2,2,3.0,0,4.0,0,1.0,0,2,1,0.0,1,,0
19.0,1,3,,3,1,4,5.0,0,3.0,2,3.0,0,2,1,3.0,1,19878.0,0
43.0,1,1,9.0,2,1,3,4.0,1,3.0,1,3.0,0,1,0,1.0,2,22767.0,0
39.0,1,1,9.0,3,2,4,4.0,0,3.0,1,8.0,1,4,0,3.0,1,21735.0,0
36.0,1,1,,2,1,3,3.0,1,3.0,1,1.0,1,1,0,2.0,2,19663.0,0
41.0,1,1,8.0,2,1,2,5.0,0,3.0,1,5.0,1,3,0,0.0,1,17778.0,1
55.0,1,1,26.0,3,1,4,4.0,1,5.0,1,2.0,1,3,0,1.0,2,24163.0,0
21.0,0,3,6.0,1,1,2,4.0,0,4.0,2,2.0,1,5,1,1.0,1,17174.0,1
41.0,1,3,9.0,3,1,3,4.0,1,4.0,1,2.0,0,2,0,2.0,2,24393.0,0
28.0,1,3,15.0,3,1,3,4.0,1,4.0,0,3.0,0,2,0,1.0,2,24892.0,0
34.0,0,1,22.0,1,2,2,5.0,0,5.0,1,2.0,1,3,1,0.0,1,17307.0,1
24.0,0,3,30.0,3,2,2,3.0,0,3.0,0,1.0,0,4,0,1.0,1,17400.0,0
32.0,0,1,36.0,3,2,4,5.0,0,4.0,3,2.0,0,3,1,3.0,1,22157.0,1
31.0,1,1,7.0,3,2,4,4.0,0,4.0,0,2.0,1,4,1,3.0,1,22257.0,0
39.0,0,1,9.0,3,1,3,5.0,0,4.0,2,3.0,0,1,1,1.0,1,21118.0,0
53.0,1,3,30.0,2,2,3,3.0,3,5.0,3,7.0,1,3,1,2.0,3,25448.0,1
45.0,1,1,14.0,3,1,3,4.0,2,3.0,1,,1,4,1,2.0,4,37727.0,0
25.0,1,1,24.0,2,2,4,5.0,0,4.0,1,3.0,0,3,1,2.0,1,20805.0,0
30.0,1,1,14.0,1,1,3,4.0,0,3.0,1,5.0,1,4,1,2.0,1,22017.0,1
38.0,0,1,8.0,3,1,3,4.0,0,4.0,1,5.0,0,3,0,0.0,1,17468.0,0
29.0,0,1,9.0,3,2,3,5.0,0,5.0,2,2.0,0,4,0,1.0,1,21239.0,1
29.0,0,1,6.0,2,2,3,1.0,1,3.0,3,1.0,1,3,0,1.0,2,21294.0,0
56.0,0,1,9.0,2,2,4,4.0,3,4.0,1,5.0,0,1,0,2.0,3,29654.0,0
37.0,1,3,9.0,3,2,4,5.0,3,3.0,1,3.0,0,1,1,2.0,3,26274.0,0
36.0,1,1,7.0,3,2,3,5.0,0,3.0,0,8.0,0,2,1,2.0,1,20936.0,0
44.0,1,1,13.0,2,2,3,5.0,4,3.0,1,6.0,1,3,1,,0,35305.0,0
39.0,0,3,9.0,2,2,3,5.0,1,3.0,1,5.0,0,5,1,2.0,2,23927.0,0
26.0,0,1,9.0,1,2,3,3.0,0,5.0,2,1.0,0,3,0,1.0,1,18102.0,1
35.0,0,1,8.0,3,2,4,5.0,1,5.0,3,2.0,0,1,0,1.0,2,24021.0,0
35.0,1,1,15.0,2,1,3,4.0,3,3.0,1,2.0,1,4,1,2.0,3,25685.0,0
41.0,1,3,15.0,2,2,3,3.0,3,3.0,1,4.0,1,2,0,1.0,3,23189.0,0
44.0,1,1,21.0,3,1,3,3.0,3,3.0,0,2.0,0,3,0,1.0,3,22978.0,1
29.0,0,1,16.0,2,1,3,3.0,0,4.0,1,1.0,0,5,1,0.0,1,18291.0,0
33.0,1,1,10.0,2,1,3,4.0,3,3.0,2,5.0,0,1,1,1.0,3,29837.0,0
38.0,0,1,35.0,2,1,2,3.0,1,3.0,2,2.0,0,3,1,0.0,2,17406.0,0
44.0,1,1,8.0,2,1,3,1.0,3,3.0,1,2.0,1,4,1,0.0,3,22879.0,0
45.0,0,3,,2,1,3,3.0,1,5.0,0,3.0,0,2,0,0.0,2,,1
30.0,1,1,30.0,2,2,3,4.0,0,3.0,2,2.0,0,3,0,1.0,1,20879.0,0
39.0,1,1,,1,1,3,4.0,1,3.0,2,2.0,0,1,1,1.0,2,19553.0,0
38.0,1,3,23.0,3,2,4,5.0,1,3.0,1,6.0,0,5,1,3.0,2,25012.0,0
,1,1,8.0,2,1,2,3.0,1,3.0,1,2.0,0,1,0,0.0,2,,0
34.0,1,3,6.0,3,2,2,3.0,3,3.0,3,2.0,0,5,1,0.0,3,24888.0,0
54.0,1,1,9.0,2,2,2,3.0,4,3.0,0,4.0,0,5,1,1.0,0,32779.0,0
33.0,1,1,6.0,3,1,3,2.0,4,3.0,1,5.0,0,2,0,2.0,0,31184.0,0
37.0,1,3,7.0,2,2,3,4.0,1,3.0,1,3.0,1,3,1,2.0,2,24879.0,0
34.0,0,1,11.0,1,2,3,4.0,1,4.0,1,7.0,0,1,0,1.0,2,21733.0,0
43.0,1,1,36.0,2,2,4,4.0,1,4.0,1,3.0,0,3,1,1.0,2,23112.0,0
31.0,0,3,32.0,1,1,3,4.0,1,3.0,1,2.0,1,3,1,2.0,2,23414.0,0
45.0,1,1,35.0,2,2,3,4.0,4,5.0,0,5.0,0,1,1,,0,35006.0,0
37.0,1,1,12.0,2,2,4,4.0,1,4.0,3,2.0,0,1,1,2.0,2,24592.0,0
38.0,1,1,26.0,2,2,3,4.0,1,3.0,1,5.0,0,1,0,1.0,2,24446.0,0
45.0,1,1,6.0,3,1,3,3.0,0,3.0,1,4.0,0,5,0,1.0,1,17270.0,0
29.0,1,1,16.0,3,2,4,4.0,0,3.0,1,3.0,0,1,1,1.0,1,20748.0,0
37.0,1,1,,3,1,3,5.0,1,4.0,1,6.0,0,4,1,0.0,2,19777.0,1
25.0,0,1,14.0,2,1,3,4.0,0,3.0,0,3.0,1,4,0,1.0,1,21564.0,1
37.0,1,1,11.0,3,2,3,3.0,1,3.0,1,1.0,0,3,1,2.0,2,21347.0,0
45.0,0,1,12.0,2,2,3,5.0,0,3.0,3,5.0,0,1,0,2.0,1,21840.0,0
30.0,0,3,27.0,1,1,3,4.0,0,3.0,0,3.0,0,3,0,2.0,1,20835.0,0
21.0,0,3,6.0,1,1,3,4.0,0,4.0,2,2.0,1,5,1,2.0,1,17174.0,1
39.0,1,1,9.0,3,2,3,4.0,1,3.0,1,1.0,0,4,0,2.0,2,18069.0,0
29.0,1,1,35.0,2,2,3,5.0,1,3.0,1,1.0,0,5,1,2.0,2,21384.0,0
38.0,0,1,32.0,3,1,4,4.0,1,3.0,1,5.0,1,3,1,3.0,2,23127.0,0
54.0,1,2,25.0,3,2,2,3.0,3,4.0,0,3.0,0,3,1,0.0,3,25725.0,0
32.0,1,3,10.0,3,2,2,5.0,3,3.0,1,2.0,0,1,1,0.0,3,25400.0,1
33.0,1,3,14.0,3,2,2,3.0,1,3.0,1,1.0,0,2,1,1.0,2,22104.0,0
35.0,1,1,16.0,3,0,3,5.0,3,4.0,3,3.0,0,1,1,1.0,3,27299.0,0
37.0,1,1,20.0,2,1,3,3.0,0,5.0,1,2.0,0,4,1,1.0,1,18034.0,0
32.0,0,1,21.0,3,1,2,3.0,1,3.0,1,6.0,0,3,0,1.0,2,21667.0,0
52.0,1,1,10.0,1,1,3,4.0,3,3.0,1,4.0,0,4,1,2.0,3,31794.0,0
46.0,1,1,28.0,3,2,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,33789.0,1
34.0,0,1,36.0,3,1,3,5.0,1,3.0,3,3.0,0,5,1,1.0,2,23186.0,1
59.0,0,3,6.0,2,1,2,4.0,1,3.0,2,1.0,0,5,1,0.0,2,20473.0,0
24.0,2,1,,3,2,3,1.0,0,3.0,1,2.0,0,1,0,0.0,1,,0
53.0,0,3,9.0,2,2,4,5.0,2,3.0,2,,1,2,1,3.0,4,37746.0,0
35.0,1,1,15.0,3,0,4,4.0,1,3.0,3,5.0,0,4,1,2.0,2,24820.0,0
31.0,1,3,11.0,2,1,3,3.0,1,3.0,1,2.0,0,1,0,2.0,2,20476.0,0
31.0,1,1,6.0,3,2,2,3.0,0,4.0,2,2.0,0,3,1,0.0,1,17501.0,0
45.0,1,1,17.0,2,2,4,4.0,0,3.0,3,3.0,1,3,1,3.0,1,21614.0,1
33.0,0,1,20.0,2,1,4,5.0,0,4.0,0,3.0,0,5,0,1.0,1,21421.0,0
55.0,1,1,9.0,1,1,3,4.0,3,3.0,0,2.0,0,4,1,1.0,3,32227.0,0
44.0,1,1,9.0,2,2,2,3.0,0,5.0,0,5.0,0,5,1,1.0,1,17362.0,1
39.0,0,1,9.0,2,2,3,4.0,0,3.0,1,3.0,1,5,1,1.0,1,20380.0,0
30.0,0,1,11.0,3,1,2,3.0,0,4.0,2,1.0,0,3,0,0.0,1,17422.0,1
40.0,1,1,21.0,2,1,3,4.0,3,3.0,1,2.0,0,1,1,1.0,3,25435.0,0
33.0,0,3,9.0,2,1,4,4.0,0,5.0,1,3.0,0,3,0,2.0,1,21505.0,0
42.0,1,2,7.0,2,2,3,5.0,2,3.0,0,,0,2,1,2.0,4,37867.0,0
41.0,1,1,,3,2,2,3.0,0,5.0,2,3.0,1,4,1,1.0,1,19721.0,0
44.0,0,1,8.0,3,2,2,3.0,3,3.0,3,6.0,1,1,0,1.0,3,25209.0,0
37.0,0,1,10.0,3,2,2,4.0,0,4.0,2,6.0,0,4,1,1.0,1,20766.0,0
35.0,1,3,21.0,3,2,2,5.0,1,3.0,1,7.0,1,1,1,1.0,2,20440.0,1
47.0,1,1,15.0,2,1,4,5.0,1,5.0,1,2.0,1,2,1,3.0,2,23293.0,0
50.0,1,1,23.0,3,1,4,4.0,0,5.0,1,6.0,1,1,1,2.0,1,21265.0,0
35.0,1,3,21.0,1,1,3,4.0,0,3.0,1,3.0,1,5,1,2.0,1,21257.0,0
46.0,0,1,11.0,2,2,3,4.0,1,4.0,0,3.0,0,4,1,2.0,2,23125.0,0
30.0,1,1,24.0,2,1,3,3.0,0,3.0,2,2.0,0,2,1,0.0,1,17632.0,0
44.0,1,1,34.0,1,2,3,2.0,0,4.0,1,7.0,0,5,1,2.0,1,23554.0,0
31.0,1,3,12.0,3,1,2,5.0,1,3.0,1,3.0,0,2,0,1.0,2,24796.0,0
27.0,1,1,22.0,1,1,2,3.0,0,4.0,0,1.0,0,2,1,0.0,1,17811.0,0
29.0,0,3,,2,2,3,3.0,1,3.0,1,2.0,0,1,1,1.0,2,19649.0,0
32.0,1,1,14.0,2,2,3,4.0,1,3.0,1,5.0,0,3,1,1.0,2,24593.0,0
42.0,0,3,17.0,2,2,3,4.0,1,3.0,3,2.0,0,1,0,2.0,2,24908.0,0
41.0,1,1,9.0,3,2,3,4.0,2,3.0,1,,0,5,1,1.0,4,38114.0,0
43.0,0,1,27.0,3,2,3,3.0,0,3.0,0,1.0,0,4,0,2.0,1,17258.0,0
22.0,1,1,7.0,1,1,4,5.0,0,4.0,2,3.0,1,5,1,2.0,1,20748.0,0
29.0,0,3,30.0,1,2,2,1.0,0,5.0,2,2.0,0,3,1,1.0,1,16091.0,1
30.0,1,3,17.0,2,2,4,4.0,0,3.0,3,3.0,0,4,1,1.0,1,21320.0,0
58.0,1,1,8.0,2,2,2,3.0,2,4.0,2,1.0,1,3,1,1.0,4,34246.0,1
37.0,1,1,12.0,2,1,3,5.0,0,5.0,1,2.0,1,1,1,2.0,1,22097.0,0
25.0,0,3,31.0,3,2,3,4.0,0,3.0,0,2.0,0,4,0,2.0,1,21078.0,0
20.0,1,1,5.0,2,2,2,4.0,0,3.0,2,2.0,0,3,0,0.0,1,18033.0,0
47.0,1,1,9.0,2,2,3,4.0,3,3.0,1,5.0,0,1,1,2.0,3,27256.0,0
28.0,1,3,17.0,3,1,4,5.0,1,3.0,0,3.0,1,3,1,3.0,2,24447.0,0
25.0,1,1,7.0,2,2,3,5.0,1,3.0,3,3.0,0,3,1,2.0,2,23295.0,0
46.0,0,3,13.0,3,0,3,5.0,3,3.0,3,8.0,0,4,1,1.0,3,27543.0,0
49.0,1,1,13.0,2,2,4,5.0,1,3.0,3,4.0,0,1,0,3.0,2,22918.0,0
33.0,1,1,6.0,2,2,3,4.0,0,5.0,2,4.0,1,4,1,1.0,1,17799.0,0
32.0,1,1,6.0,2,2,3,3.0,0,5.0,2,2.0,0,1,0,1.0,1,17956.0,0
51.0,1,1,18.0,2,1,3,4.0,2,,2,5.0,0,5,0,2.0,4,38604.0,0
29.0,1,1,,3,2,2,3.0,0,5.0,2,2.0,1,3,0,1.0,1,19723.0,0
32.0,1,1,14.0,3,0,3,4.0,3,3.0,3,3.0,1,4,1,2.0,3,25821.0,0
51.0,1,1,35.0,3,2,4,3.0,0,3.0,0,3.0,1,2,1,3.0,1,21899.0,0
33.0,1,1,7.0,3,2,3,4.0,1,3.0,0,3.0,1,4,1,1.0,2,24840.0,0
26.0,1,3,16.0,2,2,4,5.0,0,5.0,0,5.0,0,1,1,1.0,1,23078.0,1
31.0,1,3,13.0,2,2,2,4.0,0,3.0,0,4.0,0,4,1,1.0,1,17329.0,0
38.0,1,1,17.0,3,1,4,4.0,0,5.0,0,8.0,0,2,1,2.0,1,22130.0,0
49.0,1,1,7.0,2,2,4,5.0,2,3.0,2,,0,3,1,1.0,4,36943.0,0
54.0,1,1,23.0,1,1,2,3.0,3,3.0,0,1.0,0,5,1,0.0,3,25739.0,0
46.0,1,1,,3,1,2,3.0,1,3.0,1,3.0,0,5,0,0.0,2,19810.0,0
31.0,1,3,15.0,2,2,4,4.0,3,3.0,1,7.0,0,3,1,1.0,3,25942.0,0
34.0,0,3,,3,2,3,3.0,1,3.0,2,1.0,0,5,0,1.0,2,19568.0,0
29.0,1,1,14.0,3,2,3,4.0,1,3.0,0,2.0,1,3,0,0.0,2,20056.0,0
30.0,0,1,17.0,2,1,4,4.0,0,4.0,1,2.0,0,5,1,1.0,1,21969.0,0
33.0,1,1,7.0,3,2,3,4.0,1,3.0,1,3.0,1,4,1,2.0,2,24840.0,0
51.0,1,3,32.0,3,1,3,3.0,4,3.0,0,3.0,0,3,0,1.0,0,31307.0,0
34.0,1,1,,2,1,2,4.0,1,4.0,1,7.0,0,3,0,1.0,2,19505.0,0
40.0,1,3,8.0,2,1,3,3.0,2,3.0,0,1.0,0,3,0,0.0,4,33041.0,0
46.0,1,3,16.0,3,2,4,4.0,3,5.0,1,6.0,1,2,1,1.0,3,29439.0,0
29.0,0,1,,1,2,2,3.0,1,3.0,1,2.0,0,3,0,0.0,2,,0
36.0,0,1,9.0,2,1,3,5.0,0,5.0,3,4.0,1,3,0,1.0,1,22184.0,1
48.0,0,1,36.0,2,2,3,4.0,3,4.0,1,3.0,1,3,1,1.0,3,30527.0,1
46.0,1,3,9.0,2,2,4,4.0,1,4.0,0,2.0,0,5,1,1.0,2,23483.0,0
33.0,1,1,32.0,2,2,3,4.0,0,3.0,3,3.0,1,5,0,1.0,1,21473.0,1
28.0,1,3,,3,1,2,3.0,1,4.0,1,2.0,1,3,1,1.0,2,19779.0,0
39.0,0,1,28.0,3,0,2,3.0,3,5.0,3,2.0,1,5,1,0.0,3,25880.0,0
21.0,0,1,13.0,2,1,4,5.0,0,3.0,3,3.0,1,2,1,2.0,1,21604.0,1
34.0,0,1,7.0,2,1,4,4.0,3,3.0,2,3.0,1,1,1,1.0,3,32136.0,0
29.0,0,1,9.0,2,2,3,5.0,0,3.0,0,3.0,1,4,1,1.0,1,22545.0,0
44.0,0,1,14.0,3,2,3,2.0,0,3.0,1,6.0,0,4,1,1.0,1,20767.0,0
42.0,1,3,7.0,2,0,4,4.0,1,3.0,3,2.0,1,2,1,1.0,2,24671.0,1
42.0,1,3,9.0,2,1,4,4.0,4,5.0,1,2.0,0,5,1,,0,35273.0,0
,1,1,10.0,3,1,2,4.0,0,4.0,0,1.0,0,1,0,0.0,1,,0
35.0,1,1,15.0,3,2,3,2.0,1,3.0,1,4.0,0,3,0,2.0,2,23082.0,0
50.0,1,1,14.0,2,2,3,4.0,3,4.0,1,5.0,0,4,0,2.0,3,29144.0,0
38.0,0,1,16.0,3,2,3,4.0,0,3.0,0,3.0,1,2,0,1.0,1,21004.0,0
24.0,1,3,9.0,1,2,4,4.0,0,5.0,1,5.0,0,3,1,3.0,1,21000.0,0
58.0,1,3,16.0,3,2,2,3.0,4,3.0,2,1.0,0,3,0,1.0,0,28872.0,0
,1,3,22.0,3,2,3,3.0,3,3.0,1,3.0,0,5,0,1.0,3,18544.0,1
36.0,1,1,30.0,3,2,4,6.0,0,3.0,1,2.0,0,1,1,1.0,1,21383.0,0
54.0,1,3,14.0,3,1,4,5.0,3,3.0,1,2.0,1,1,0,2.0,3,29612.0,0
29.0,1,1,6.0,1,2,2,3.0,0,3.0,2,1.0,0,1,0,0.0,1,17058.0,1
56.0,1,1,10.0,1,1,3,3.0,2,5.0,1,5.0,0,4,0,,4,34943.0,0
37.0,1,3,9.0,2,2,4,4.0,0,3.0,3,5.0,1,3,0,1.0,1,21322.0,0
31.0,1,1,17.0,3,2,3,3.0,1,5.0,0,2.0,1,2,0,2.0,2,21833.0,0
40.0,1,3,6.0,3,2,2,5.0,1,3.0,0,3.0,1,3,1,0.0,2,22457.0,0
44.0,0,1,28.0,3,2,4,4.0,0,3.0,0,2.0,0,4,0,3.0,1,20936.0,0
43.0,1,1,10.0,2,1,4,2.0,1,3.0,0,4.0,1,5,0,1.0,2,23909.0,0
40.0,1,1,6.0,2,2,3,3.0,4,5.0,1,3.0,0,3,1,2.0,0,31823.0,0
34.0,0,1,6.0,2,2,3,3.0,0,5.0,1,6.0,0,1,1,2.0,1,17996.0,0
36.0,1,1,16.0,2,2,4,5.0,1,4.0,3,2.0,0,2,1,3.0,2,25218.0,0
27.0,0,1,15.0,3,2,2,3.0,0,4.0,1,7.0,0,3,1,1.0,1,17024.0,0
42.0,1,1,19.0,1,1,3,4.0,2,3.0,0,3.0,0,4,1,1.0,4,38223.0,1
41.0,1,1,9.0,2,1,3,4.0,0,5.0,1,6.0,0,4,1,2.0,1,22055.0,0
39.0,1,3,17.0,3,2,4,5.0,3,3.0,1,2.0,1,3,1,1.0,3,27418.0,0
34.0,1,3,7.0,3,2,3,2.0,1,5.0,1,3.0,0,4,0,2.0,2,22715.0,0
32.0,1,1,10.0,2,1,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,21162.0,0
42.0,1,2,7.0,2,2,3,5.0,2,3.0,1,,0,1,1,2.0,4,37867.0,0
23.0,0,1,10.0,2,2,3,5.0,0,3.0,1,2.0,1,3,0,2.0,1,21531.0,1
50.0,1,1,17.0,2,1,2,3.0,2,4.0,2,4.0,0,5,0,,4,34926.0,0
44.0,1,1,9.0,3,1,4,3.0,0,3.0,1,3.0,0,2,0,2.0,1,21323.0,0
37.0,1,3,16.0,2,1,2,4.0,1,3.0,1,3.0,1,4,1,1.0,2,21694.0,0
36.0,0,1,10.0,2,2,3,,0,3.0,0,3.0,0,2,1,2.0,1,19959.0,0
28.0,0,1,10.0,3,2,3,4.0,0,3.0,0,3.0,0,2,1,1.0,1,20384.0,0
